country,min_price_country,collection,reference,price_USD,min_price,price_diff
Japan,Japan,LUMINOR-DUE,PAM01043,4969.712,4969.712,0.0
Japan,Japan,LUMINOR-DUE,PAM01045,12643.532,12643.532,0.0
Japan,Japan,LUMINOR,PAM01037,14543.716,14543.716,0.0
Japan,Japan,RADIOMIR,PAM00931,7016.063999999999,7016.063999999999,0.0
Japan,Japan,LUMINOR-DUE,PAM01042,15347.64,15347.64,0.0
Japan,Japan,LUMINOR-DUE,PAM01041,15347.64,15347.64,0.0
Japan,Japan,RADIOMIR,PAM00992,6796.812,6796.812,0.0
Japan,Japan,LUMINOR,PAM00915,5554.384,5554.384,0.0
Japan,Japan,LUMINOR,PAM00914,5115.88,5115.88,0.0
Japan,Japan,LUMINOR,PAM01661,11181.852,11181.852,0.0
Japan,Japan,RADIOMIR,PAM01078,8989.332,8989.332,0.0
Japan,Japan,RADIOMIR,PAM01144,6431.392,6431.392,0.0
Japan,Japan,LUMINOR,PAM01117,15713.06,15713.06,0.0
Japan,Japan,LUMINOR,PAM01112,19440.344,19440.344,0.0
Japan,Japan,LUMINOR,PAM01118,13228.204,13228.204,0.0
Japan,Japan,LUMINOR,PAM01119,15713.06,15713.06,0.0
Japan,Japan,LUMINOR,PAM01662,11985.776,11985.776,0.0
Japan,Japan,LUMINOR,PAM01663,13228.204,13228.204,0.0
Japan,Japan,LUMINOR,PAM01313,6577.56,6577.56,0.0
Japan,Japan,LUMINOR,PAM01085,4458.124,4458.124,0.0
Japan,Japan,LUMINOR,PAM01314,6577.56,6577.56,0.0
Japan,Japan,LUMINOR,PAM02392,6358.308,6358.308,0.0
Japan,Japan,LUMINOR,PAM01316,7162.232,7162.232,0.0
Japan,Japan,LUMINOR,PAM01096,8696.996,8696.996,0.0
Japan,Japan,SUBMERSIBLE,PAM01070,24044.636,24044.636,0.0
Japan,Japan,LUMINOR,PAM01086,4092.704,4092.704,0.0
Japan,Japan,LUMINOR,PAM01084,4458.124,4458.124,0.0
Japan,Japan,RADIOMIR,PAM02020,5262.048,5262.048,0.0
Japan,Japan,LUMINOR,PAM01075,7673.82,7673.82,0.0
Japan,Japan,LUMINOR,PAM01122,15713.06,15713.06,0.0
Japan,Japan,SUBMERSIBLE,PAM01074,12716.616,12716.616,0.0
Japan,Japan,LUMINOR,PAM01116,31718.456,31718.456,0.0
Japan,Japan,SUBMERSIBLE,PAM01164,22509.872,22509.872,0.0
Japan,Japan,LUMINOR,PAM01109,7308.4,7308.4,0.0
Japan,Japan,LUMINOR,PAM01110,8039.24,8039.24,0.0
Japan,Japan,LUMINOR,PAM01111,21486.696,21486.696,0.0
Japan,Japan,LUMINOR,PAM01157,7016.063999999999,7016.063999999999,0.0
Japan,Japan,LUMINOR,PAM01303,7454.567999999999,7454.567999999999,0.0
Japan,Japan,LUMINOR,PAM01135,18271.0,18271.0,0.0
Japan,Japan,LUMINOR,PAM01218,7308.4,7308.4,0.0
Japan,Japan,LUMINOR-DUE,PAM01280,13593.624,13593.624,0.0
Japan,Japan,LUMINOR,PAM01356,7016.063999999999,7016.063999999999,0.0
Japan,Japan,LUMINOR,PAM01358,7016.063999999999,7016.063999999999,0.0
Japan,Japan,LUMINOR,PAM00742,38003.68,38003.68,0.0
Japan,Japan,SUBMERSIBLE,PAM01225,49550.952,49550.952,0.0
Japan,Japan,LUMINOR,PAM00715,54593.748,54593.748,0.0
Japan,Japan,LUMINOR-DUE,PAM01123,5700.552,5700.552,0.0
Japan,Japan,LUMINOR,PAM01060,137610.528,137610.528,0.0
Japan,Japan,LUMINOR-DUE,PAM01124,5846.719999999999,5846.719999999999,0.0
Japan,Japan,SUBMERSIBLE,PAM01068,8770.08,8770.08,0.0
Japan,Japan,RADIOMIR,PAM01243,6577.56,6577.56,0.0
Japan,Japan,SUBMERSIBLE,PAM01223,7162.232,7162.232,0.0
Japan,Japan,LUMINOR-DUE,PAM01273,5042.795999999999,5042.795999999999,0.0
Japan,Japan,LUMINOR-DUE,PAM01274,5188.964,5188.964,0.0
Japan,Japan,LUMINOR,PAM01279,8185.407999999999,8185.407999999999,0.0
Japan,Japan,LUMINOR-DUE,PAM01250,5188.964,5188.964,0.0
Japan,Japan,LUMINOR-DUE,PAM01249,5188.964,5188.964,0.0
Japan,Japan,LUMINOR,PAM01664,11181.852,11181.852,0.0
Japan,Japan,SUBMERSIBLE,PAM01209,7893.072,7893.072,0.0
Japan,Japan,LUMINOR,PAM01298,12716.616,12716.616,0.0
Japan,Japan,LUMINOR,PAM01278,35664.992,35664.992,0.0
Japan,Japan,LUMINOR,PAM01115,22802.208,22802.208,0.0
Japan,Japan,LUMINOR-DUE,PAM01248,5042.795999999999,5042.795999999999,0.0
Japan,Japan,LUMINOR,PAM01114,22802.208,22802.208,0.0
Japan,Japan,LUMINOR-DUE,PAM01247,5042.795999999999,5042.795999999999,0.0
Japan,Japan,SUBMERSIBLE,PAM01291,16736.236,16736.236,0.0
Japan,Japan,LUMINOR,PAM00335,14324.464,14324.464,0.0
Japan,Japan,LUMINOR,PAM01275,14836.052,14836.052,0.0
Japan,Japan,SUBMERSIBLE,PAM01240,37272.84,37272.84,0.0
Japan,Japan,LUMINOR,PAM01270,5700.552,5700.552,0.0
Japan,Japan,LUMINOR,PAM01271,5700.552,5700.552,0.0
Japan,Japan,LUMINOR,PAM01272,5700.552,5700.552,0.0
Japan,Japan,LUMINOR,PAM01392,6358.308,6358.308,0.0
Japan,Japan,LUMINOR-DUE,PAM01306,5042.795999999999,5042.795999999999,0.0
Japan,Japan,LUMINOR,PAM00233,10012.508,10012.508,0.0
Japan,Japan,LUMINOR,PAM00317,17393.992,17393.992,0.0
Japan,Japan,LUMINOR,PAM00372,7235.316,7235.316,0.0
Japan,Japan,LUMINOR,PAM00422,8112.324,8112.324,0.0
Japan,Japan,LUMINOR,PAM00423,8185.407999999999,8185.407999999999,0.0
Japan,Japan,RADIOMIR,PAM00424,6504.476,6504.476,0.0
Japan,Japan,RADIOMIR,PAM00425,6504.476,6504.476,0.0
Japan,Japan,LUMINOR,PAM00511,17393.992,17393.992,0.0
Japan,Japan,RADIOMIR,PAM00514,6285.224,6285.224,0.0
Japan,Japan,RADIOMIR,PAM00515,17393.992,17393.992,0.0
Japan,Japan,LUMINOR,PAM00524,8989.332,8989.332,0.0
Japan,Japan,LUMINOR,PAM00526,14032.128,14032.128,0.0
Japan,Japan,LUMINOR,PAM00525,21779.032,21779.032,0.0
Japan,Japan,LUMINOR,PAM00533,10962.6,10962.6,0.0
Japan,Japan,LUMINOR,PAM00557,7600.736,7600.736,0.0
Japan,Japan,LUMINOR,PAM00560,5115.88,5115.88,0.0
Japan,Japan,LUMINOR,PAM00562,5408.215999999999,5408.215999999999,0.0
Japan,Japan,LUMINOR,PAM00561,5115.88,5115.88,0.0
Japan,Japan,LUMINOR,PAM00563,5554.384,5554.384,0.0
Japan,Japan,LUMINOR,PAM00564,5919.804,5919.804,0.0
Japan,Japan,RADIOMIR,PAM00572,8185.407999999999,8185.407999999999,0.0
Japan,Japan,LUMINOR,PAM00576,22729.124,22729.124,0.0
Japan,Japan,LUMINOR,PAM00580,11839.608,11839.608,0.0
Japan,Japan,LUMINOR,PAM00590,5554.384,5554.384,0.0
Japan,Japan,SUBMERSIBLE,PAM00615,13739.792,13739.792,0.0
Japan,Japan,SUBMERSIBLE,PAM00616,14032.128,14032.128,0.0
Japan,Japan,SUBMERSIBLE,PAM00614,12424.28,12424.28,0.0
Japan,Japan,RADIOMIR,PAM00609,4969.712,4969.712,0.0
Japan,Japan,RADIOMIR,PAM00610,4604.292,4604.292,0.0
Japan,Japan,RADIOMIR,PAM00619,8623.912,8623.912,0.0
Japan,Japan,RADIOMIR,PAM00577,8989.332,8989.332,0.0
USA,Japan,RADIOMIR,PAM00574,9600.0,6139.056,3460.9440000000004
USA,Japan,RADIOMIR,PAM00575,22900.0,14616.8,8283.2
USA,Japan,RADIOMIR,PAM00620,12600.0,8039.24,4560.76
USA,Japan,RADIOMIR,PAM00655,12600.0,8039.24,4560.76
USA,Japan,RADIOMIR,PAM00628,15100.0,9574.004,5525.995999999999
USA,Japan,RADIOMIR,PAM00657,14900.0,9427.836,5472.164000000001
USA,Japan,LUMINOR,PAM00661,15500.0,9866.34,5633.66
USA,Japan,LUMINOR-DUE,PAM00674,13200.0,8623.912,4576.088
USA,Japan,LUMINOR-DUE,PAM00675,32100.0,20536.604,11563.396
USA,Japan,LUMINOR,PAM01312,10300.0,6577.56,3722.4399999999996
USA,Japan,LUMINOR,PAM01359,10300.0,6577.56,3722.4399999999996
USA,Japan,LUMINOR,PAM01499,10300.0,6577.56,3722.4399999999996
USA,Japan,LUMINOR,PAM01523,10100.0,6358.308,3741.692
USA,Japan,SUBMERSIBLE,PAM01389,15000.0,9208.584,5791.415999999999
USA,Japan,SUBMERSIBLE,PAM00692,17200.0,10889.516,6310.484
USA,Japan,SUBMERSIBLE,PAM01305,12500.0,7966.156,4533.844
USA,Japan,LUMINOR,PAM01088,9500.0,6065.972,3434.0280000000002
USA,Japan,LUMINOR,PAM01090,9800.0,6285.224,3514.776
USA,Japan,LUMINOR,PAM00652,21800.0,13885.96,7914.040000000001
USA,Japan,LUMINOR,PAM00653,15600.0,10012.508,5587.492
USA,Japan,LUMINOR,PAM00654,15600.0,10012.508,5587.492
USA,Japan,LUMINOR,PAM00722,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,LUMINOR-DUE,PAM00741,28500.0,17905.579999999998,10594.420000000002
USA,Japan,LUMINOR,PAM01321,12400.0,7893.072,4506.928
USA,Japan,LUMINOR,PAM01351,10500.0,6614.102,3885.898
USA,Japan,LUMINOR,PAM01535,11600.0,7308.4,4291.6
USA,Japan,LUMINOR,PAM01537,12100.0,7673.82,4426.18
USA,Japan,LUMINOR-DUE,PAM00755,8000.0,4969.712,3030.2879999999996
USA,Japan,LUMINOR-DUE,PAM00904,8300.0,5188.964,3111.036
USA,Japan,LUMINOR-DUE,PAM00943,12900.0,8185.407999999999,4714.592000000001
USA,Japan,LUMINOR-DUE,PAM00944,14200.0,8989.332,5210.668
USA,Japan,LUMINOR,PAM00773,6400.0,4092.704,2307.296
USA,Japan,LUMINOR,PAM00774,6400.0,4092.704,2307.296
USA,Japan,LUMINOR,PAM00775,6400.0,4092.704,2307.296
USA,Japan,LUMINOR,PAM00776,7100.0,4458.124,2641.876
USA,Japan,LUMINOR,PAM00777,7100.0,4458.124,2641.876
USA,Japan,LUMINOR,PAM00778,7100.0,4458.124,2641.876
USA,Japan,LUMINOR,PAM01048,8600.0,5481.3,3118.7
USA,Japan,LUMINOR,PAM01441,17600.0,11181.852,6418.147999999999
USA,Japan,LUMINOR,PAM01104,8900.0,5627.468,3272.532
USA,Japan,RADIOMIR,PAM00754,6400.0,4092.704,2307.296
USA,Japan,RADIOMIR,PAM00753,5700.0,3654.2,2045.8000000000002
USA,Japan,RADIOMIR,PAM00933,12900.0,8185.407999999999,4714.592000000001
USA,Japan,RADIOMIR,PAM00945,14900.0,9427.836,5472.164000000001
USA,Japan,RADIOMIR,PAM00946,15100.0,9574.004,5525.995999999999
USA,Japan,LUMINOR,PAM00797,10100.0,6358.308,3741.692
USA,Japan,LUMINOR,PAM00796,9000.0,5700.552,3299.4480000000003
USA,Japan,LUMINOR,PAM00795,9400.0,5846.719999999999,3553.2800000000007
USA,Japan,LUMINOR,PAM00779,10300.0,6577.56,3722.4399999999996
USA,Japan,SUBMERSIBLE,PAM00683,12600.0,8039.24,4560.76
USA,Japan,SUBMERSIBLE,PAM00799,19400.0,12278.112,7121.888000000001
USA,Japan,SUBMERSIBLE,PAM00960,22000.0,14032.128,7967.871999999999
USA,Japan,SUBMERSIBLE,PAM00961,52000.0,33033.968,18966.032
USA,Japan,SUBMERSIBLE,PAM00979,24600.0,15639.976,8960.024
USA,Japan,SUBMERSIBLE,PAM00982,24600.0,15639.976,8960.024
USA,Japan,SUBMERSIBLE,PAM00983,50600.0,31718.456,18881.544
USA,Japan,SUBMERSIBLE,PAM00984,25900.0,16736.236,9163.764
USA,Japan,LUMINOR,PAM01036,14200.0,8989.332,5210.668
USA,Japan,LUMINOR,PAM01038,30600.0,19440.344,11159.655999999999
USA,Japan,SUBMERSIBLE,PAM01039,27400.0,17467.076,9932.923999999999
USA,Japan,SUBMERSIBLE,PAM01616,22600.0,14470.632,8129.368
USA,Japan,SUBMERSIBLE,PAM00985,52000.0,33033.968,18966.032
USA,Japan,LUMINOR,PAM01033,11900.0,7454.567999999999,4445.432000000001
USA,Japan,LUMINOR,PAM00986,19200.0,12131.944,7068.0560000000005
USA,Japan,LUMINOR,PAM00764,16800.0,10670.264,6129.736000000001
USA,Japan,LUMINOR,PAM00788,20200.0,12716.616,7483.384
USA,Japan,LUMINOR,PAM01020,35800.0,22729.124,13070.876
USA,Japan,LUMINOR,PAM00977,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,LUMINOR,PAM01028,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,SUBMERSIBLE,PAM00968,20900.0,13666.708,7233.2919999999995
USA,Japan,LUMINOR,PAM01438,18900.0,11693.44,7206.5599999999995
USA,UK,LUMINOR,PAM01025,10300.0,8815.800000000001,1484.199999999999
USA,Japan,LUMINOR,PAM00768,189000.0,119784.676,69215.324
USA,Japan,RADIOMIR,PAM00995,14200.0,8989.332,5210.668
USA,Japan,RADIOMIR,PAM00997,16800.0,10670.264,6129.736000000001
USA,Japan,RADIOMIR,PAM00998,15200.0,9647.088,5552.912
USA,Japan,RADIOMIR,PAM00999,15500.0,9866.34,5633.66
USA,Japan,SUBMERSIBLE,PAM00973,11300.0,7162.232,4137.768
USA,France,SUBMERSIBLE,PAM00974,34500.0,27522.9,6977.0999999999985
USA,Japan,LUMINOR-DUE,PAM01029,20000.0,12643.532,7356.468000000001
USA,Japan,LUMINOR-DUE,PAM00927,9400.0,5846.719999999999,3553.2800000000007
USA,Japan,LUMINOR-DUE,PAM00926,9000.0,5700.552,3299.4480000000003
USA,Japan,LUMINOR-DUE,PAM00964,15500.0,9793.256,5706.744000000001
USA,Japan,LUMINOR-DUE,PAM01046,8300.0,5188.964,3111.036
USA,Japan,LUMINOR-DUE,PAM01043,8000.0,4969.712,3030.2879999999996
USA,Japan,LUMINOR-DUE,PAM01045,20000.0,12643.532,7356.468000000001
USA,Japan,LUMINOR,PAM01037,22700.0,14543.716,8156.284
USA,Japan,RADIOMIR,PAM00931,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,LUMINOR-DUE,PAM01042,24000.0,15347.64,8652.36
USA,Japan,LUMINOR-DUE,PAM01041,24000.0,15347.64,8652.36
USA,Japan,RADIOMIR,PAM00992,10800.0,6796.812,4003.188
USA,Japan,LUMINOR,PAM00915,8800.0,5554.384,3245.616
USA,Japan,LUMINOR,PAM01661,17600.0,11181.852,6418.147999999999
USA,Japan,RADIOMIR,PAM01078,14200.0,8989.332,5210.668
USA,Japan,RADIOMIR,PAM01144,10300.0,6431.392,3868.608
USA,Japan,LUMINOR,PAM01117,24900.0,15713.06,9186.94
USA,France,SUBMERSIBLE,PAM01108,247700.0,197334.0,50366.0
USA,Japan,LUMINOR,PAM01112,30700.0,19440.344,11259.655999999999
USA,Japan,LUMINOR,PAM01118,20900.0,13228.204,7671.796
USA,Japan,LUMINOR,PAM01119,24900.0,15713.06,9186.94
USA,Japan,LUMINOR,PAM01662,19600.0,11985.776,7614.224
USA,Japan,LUMINOR,PAM01663,20900.0,13228.204,7671.796
USA,Japan,LUMINOR,PAM01313,10300.0,6577.56,3722.4399999999996
USA,Japan,LUMINOR,PAM01085,7100.0,4458.124,2641.876
USA,Japan,LUMINOR,PAM01314,10300.0,6577.56,3722.4399999999996
USA,Japan,LUMINOR,PAM02392,10100.0,6358.308,3741.692
USA,Japan,LUMINOR,PAM01316,11300.0,7162.232,4137.768
USA,Japan,LUMINOR,PAM01096,14100.0,8696.996,5403.004000000001
USA,Japan,SUBMERSIBLE,PAM01070,39000.0,24044.636,14955.364000000001
USA,France,LUMINOR,PAM01393,10100.0,7997.219999999999,2102.7800000000007
USA,Japan,LUMINOR,PAM01086,6400.0,4092.704,2307.296
USA,Japan,LUMINOR,PAM01084,7100.0,4458.124,2641.876
USA,Japan,RADIOMIR,PAM02020,8400.0,5262.048,3137.952
USA,Japan,LUMINOR,PAM01075,12400.0,7673.82,4726.18
USA,Japan,LUMINOR,PAM01122,24900.0,15713.06,9186.94
USA,Japan,SUBMERSIBLE,PAM01074,20200.0,12716.616,7483.384
USA,Japan,LUMINOR,PAM01116,50100.0,31718.456,18381.544
USA,Japan,SUBMERSIBLE,PAM01164,35400.0,22509.872,12890.128
USA,Japan,LUMINOR,PAM01109,11600.0,7308.4,4291.6
USA,Japan,LUMINOR,PAM01110,12600.0,8039.24,4560.76
USA,Japan,LUMINOR,PAM01111,34500.0,21486.696,13013.304
USA,Japan,LUMINOR,PAM01157,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,LUMINOR,PAM01303,11900.0,7454.567999999999,4445.432000000001
USA,Japan,LUMINOR,PAM01135,28500.0,18271.0,10229.0
USA,Japan,LUMINOR,PAM01218,11600.0,7308.4,4291.6
USA,Japan,LUMINOR-DUE,PAM01280,21400.0,13593.624,7806.376
USA,Japan,LUMINOR,PAM01356,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,LUMINOR,PAM01358,11100.0,7016.063999999999,4083.9360000000006
USA,Japan,LUMINOR,PAM00742,59700.0,38003.68,21696.32
USA,Japan,SUBMERSIBLE,PAM01225,78300.0,49550.952,28749.048000000003
USA,Japan,LUMINOR,PAM00715,85900.0,54593.748,31306.252
USA,Japan,LUMINOR-DUE,PAM01123,9000.0,5700.552,3299.4480000000003
USA,Japan,LUMINOR,PAM01060,217000.0,137610.528,79389.47200000001
USA,Japan,LUMINOR-DUE,PAM01124,9400.0,5846.719999999999,3553.2800000000007
USA,Japan,SUBMERSIBLE,PAM01068,13700.0,8770.08,4929.92
USA,France,SUBMERSIBLE,PAM01163,38500.0,30638.7,7861.299999999999
USA,Japan,RADIOMIR,PAM01243,10300.0,6577.56,3722.4399999999996
USA,Japan,SUBMERSIBLE,PAM01223,11300.0,7162.232,4137.768
USA,Japan,LUMINOR-DUE,PAM01273,8000.0,5042.795999999999,2957.2040000000006
USA,Japan,LUMINOR,PAM01279,12900.0,8185.407999999999,4714.592000000001
USA,Japan,LUMINOR-DUE,PAM01250,8300.0,5188.964,3111.036
USA,Japan,LUMINOR-DUE,PAM01249,8300.0,5188.964,3111.036
USA,Japan,LUMINOR,PAM01664,17600.0,11181.852,6418.147999999999
USA,Japan,SUBMERSIBLE,PAM01209,12400.0,7893.072,4506.928
USA,Japan,LUMINOR,PAM01298,20200.0,12716.616,7483.384
USA,Japan,LUMINOR,PAM01115,36300.0,22802.208,13497.792000000001
USA,Japan,LUMINOR-DUE,PAM01248,8000.0,5042.795999999999,2957.2040000000006
USA,Japan,LUMINOR,PAM01114,36300.0,22802.208,13497.792000000001
USA,Japan,LUMINOR-DUE,PAM01247,8000.0,5042.795999999999,2957.2040000000006
USA,Japan,SUBMERSIBLE,PAM01291,25900.0,16736.236,9163.764
USA,Japan,SUBMERSIBLE,PAM01240,58800.0,37272.84,21527.160000000003
USA,Japan,LUMINOR,PAM01270,9000.0,5700.552,3299.4480000000003
USA,Japan,LUMINOR,PAM01271,9000.0,5700.552,3299.4480000000003
USA,Japan,LUMINOR,PAM01272,9000.0,5700.552,3299.4480000000003
USA,Japan,LUMINOR,PAM01392,10100.0,6358.308,3741.692
USA,Japan,LUMINOR-DUE,PAM01306,8000.0,5042.795999999999,2957.2040000000006
USA,Japan,LUMINOR,PAM00233,15600.0,10012.508,5587.492
USA,Japan,LUMINOR,PAM00317,27200.0,17393.992,9806.008000000002
USA,Japan,LUMINOR,PAM00422,12800.0,8112.324,4687.676
USA,Japan,LUMINOR,PAM00423,12900.0,8185.407999999999,4714.592000000001
USA,Japan,RADIOMIR,PAM00424,10200.0,6504.476,3695.5240000000003
USA,Japan,RADIOMIR,PAM00425,10200.0,6504.476,3695.5240000000003
USA,Japan,RADIOMIR,PAM00514,9800.0,6285.224,3514.776
USA,Japan,RADIOMIR,PAM00515,27200.0,17393.992,9806.008000000002
USA,Japan,LUMINOR,PAM00524,14200.0,8989.332,5210.668
USA,Japan,LUMINOR,PAM00526,22000.0,14032.128,7967.871999999999
USA,Japan,LUMINOR,PAM00533,17300.0,10962.6,6337.4
USA,Japan,LUMINOR,PAM00560,8100.0,5115.88,2984.12
USA,Japan,LUMINOR,PAM00562,8600.0,5408.215999999999,3191.7840000000006
USA,Japan,LUMINOR,PAM00561,8100.0,5115.88,2984.12
USA,Japan,LUMINOR,PAM00563,8800.0,5554.384,3245.616
USA,Japan,RADIOMIR,PAM00572,12900.0,8185.407999999999,4714.592000000001
USA,Japan,LUMINOR,PAM00576,35800.0,22729.124,13070.876
USA,Japan,SUBMERSIBLE,PAM00616,22000.0,14032.128,7967.871999999999
USA,Japan,RADIOMIR,PAM00609,7800.0,4969.712,2830.2879999999996
USA,Japan,RADIOMIR,PAM00610,7400.0,4604.292,2795.7079999999996
USA,Japan,RADIOMIR,PAM00619,13600.0,8623.912,4976.088
USA,Japan,RADIOMIR,PAM00577,14200.0,8989.332,5210.668
