collection,reference,price,currency,country,year,price_USD,price_USD_median,Price Difference,Difference Rate (%)
Radiomir,PAM00760,18600,$,USA,2025,18600.0,19773.822,-1173.8220000000001,-5.9362423713534
Luminor,PAM00914,7200,€,France,2025,7773.840000000001,7492.846500000001,280.9935000000005,3.750156899650893
Luminor,PAM00914,1067000,￥,Japan,2025,7211.853,7492.846500000001,-280.9935000000005,-3.750156899650893
Luminor,PAM00914,6100,£,UK,2025,7859.849999999999,7492.846500000001,367.0034999999989,4.898051761770361
Luminor,PAM00914,7100,$,USA,2025,7100.0,7492.846500000001,-392.84650000000056,-5.242954062918552
Luminor,PAM00915,7700,€,France,2025,8313.69,8022.993,290.6970000000001,3.6232986866621983
Luminor,PAM00915,1144000,￥,Japan,2025,7732.296,8022.993,-290.6970000000001,-3.6232986866621983
Luminor,PAM00915,6500,£,UK,2025,8375.25,8022.993,352.2569999999996,4.390593385785076
Luminor,PAM00915,7600,$,USA,2025,7600.0,8022.993,-422.9930000000004,-5.272259367545259
Submersible,PAM00968,19000,€,France,2025,20514.300000000003,19773.822,740.4780000000028,3.7447388774916797
Submersible,PAM00968,2816000,￥,Japan,2025,19033.344,19773.822,-740.4779999999992,-3.7447388774916615
Submersible,PAM00968,16100,£,UK,2025,20744.85,19773.822,971.0279999999984,4.910674324872543
Submersible,PAM00968,18600,$,USA,2025,18600.0,19773.822,-1173.8220000000001,-5.9362423713534
Radiomir,PAM01026,18500,€,France,2025,19974.45,19243.6755,730.7744999999995,3.797478813233987
Radiomir,PAM01026,2739000,￥,Japan,2025,18512.901,19243.6755,-730.7744999999995,-3.797478813233987
Radiomir,PAM01026,15700,£,UK,2025,20229.45,19243.6755,985.7744999999995,5.122589497001233
Radiomir,PAM01026,18200,$,USA,2025,18200.0,19243.6755,-1043.6755000000012,-5.423472766416173
Luminor,PAM01060,189000,€,France,2025,204063.3,179186.682,24876.617999999988,13.88307307347763
Luminor,PAM01060,27896000,￥,Japan,2025,188549.064,179186.682,9362.382000000012,5.224931839521429
Luminor,PAM01060,131800,£,UK,2025,169824.3,179186.682,-9362.382000000012,-5.224931839521429
Luminor,PAM01060,163700,$,USA,2025,163700.0,179186.682,-15486.682,-8.642763975059262
Submersible,PAM01074,18000,€,France,2025,19434.6,18750.7035,683.8964999999989,3.6473111528855378
Submersible,PAM01074,2673000,￥,Japan,2025,18066.807,18750.7035,-683.8964999999989,-3.6473111528855378
Submersible,PAM01074,15200,£,UK,2025,19585.2,18750.7035,834.4965000000011,4.450481017952212
Submersible,PAM01074,17700,$,USA,2025,17700.0,18750.7035,-1050.7034999999996,-5.603541755113346
Luminor,PAM01084,6200,€,France,2025,6694.14,6469.728,224.41200000000026,3.4686465953437344
Luminor,PAM01084,924000,￥,Japan,2025,6245.316,6469.728,-224.41200000000026,-3.4686465953437344
Luminor,PAM01084,5300,£,UK,2025,6829.05,6469.728,359.3220000000001,5.553896547119138
Luminor,PAM01084,6100,$,USA,2025,6100.0,6469.728,-369.72800000000007,-5.714737930249928
Luminor,PAM01085,6200,€,France,2025,6694.14,6469.728,224.41200000000026,3.4686465953437344
Luminor,PAM01085,924000,￥,Japan,2025,6245.316,6469.728,-224.41200000000026,-3.4686465953437344
Luminor,PAM01085,5300,£,UK,2025,6829.05,6469.728,359.3220000000001,5.553896547119138
Luminor,PAM01085,6100,$,USA,2025,6100.0,6469.728,-369.72800000000007,-5.714737930249928
Luminor,PAM01086,5700,€,France,2025,6154.290000000001,5939.5815,214.70850000000064,3.6148758965593895
Luminor,PAM01086,847000,￥,Japan,2025,5724.8730000000005,5939.5815,-214.70849999999973,-3.614875896559374
Luminor,PAM01086,4900,£,UK,2025,6313.65,5939.5815,374.0684999999994,6.297893210152927
Luminor,PAM01086,5600,$,USA,2025,5600.0,5939.5815,-339.58150000000023,-5.717263076531574
Luminor,PAM01087,5700,€,France,2025,6154.290000000001,5939.5815,214.70850000000064,3.6148758965593895
Luminor,PAM01087,847000,￥,Japan,2025,5724.8730000000005,5939.5815,-214.70849999999973,-3.614875896559374
Luminor,PAM01087,4900,£,UK,2025,6313.65,5939.5815,374.0684999999994,6.297893210152927
Luminor,PAM01087,5600,$,USA,2025,5600.0,5939.5815,-339.58150000000023,-5.717263076531574
Luminor,PAM01109,10200,€,France,2025,11012.94,10636.551,376.38900000000103,3.538637665536517
Luminor,PAM01109,1518000,￥,Japan,2025,10260.162,10636.551,-376.3889999999992,-3.5386376655364997
Luminor,PAM01109,8700,£,UK,2025,11209.95,10636.551,573.3990000000013,5.390835807584633
Luminor,PAM01109,10000,$,USA,2025,10000.0,10636.551,-636.5509999999995,-5.984562101004353
Luminor,PAM01110,11000,€,France,2025,11876.7,11440.176,436.52400000000125,3.815710527530357
Luminor,PAM01110,1628000,￥,Japan,2025,11003.652,11440.176,-436.52399999999943,-3.815710527530341
Luminor,PAM01110,9300,£,UK,2025,11983.05,11440.176,542.8739999999998,4.74532909283913
Luminor,PAM01110,10800,$,USA,2025,10800.0,11440.176,-640.1759999999995,-5.595857965821501
Luminor,PAM01111,30000,€,France,2025,32391.000000000004,31213.998000000003,1177.0020000000004,3.770750545956978
Luminor,PAM01111,4444000,￥,Japan,2025,30036.996000000003,31213.998000000003,-1177.0020000000004,-3.770750545956978
Luminor,PAM01111,25400,£,UK,2025,32727.9,31213.998000000003,1513.9019999999982,4.8500739956477155
Luminor,PAM01111,29400,$,USA,2025,29400.0,31213.998000000003,-1813.9980000000032,-5.811488807041005
Luminor,PAM01112,27300,€,France,2025,29475.81,28418.121,1057.6890000000021,3.7218822454869627
Luminor,PAM01112,4048000,￥,Japan,2025,27360.432,28418.121,-1057.6889999999985,-3.7218822454869502
Luminor,PAM01112,23100,£,UK,2025,29764.35,28418.121,1346.2289999999994,4.737220310941738
Luminor,PAM01112,26800,$,USA,2025,26800.0,28418.121,-1618.1209999999992,-5.693976037331952
Luminor Due,PAM01123,7800,€,France,2025,8421.660000000002,8114.152500000001,307.5075000000006,3.789767323204741
Luminor Due,PAM01123,1155000,￥,Japan,2025,7806.645,8114.152500000001,-307.5075000000006,-3.789767323204741
Luminor Due,PAM01123,6600,£,UK,2025,8504.1,8114.152500000001,389.9474999999993,4.805769918669871
Luminor Due,PAM01123,7700,$,USA,2025,7700.0,8114.152500000001,-414.15250000000106,-5.104075872372389
Luminor Due,PAM01124,8200,€,France,2025,8853.54,8553.139500000001,300.40049999999974,3.5121664974597886
Luminor Due,PAM01124,1221000,￥,Japan,2025,8252.739,8553.139500000001,-300.40050000000156,-3.51216649745981
Luminor Due,PAM01124,7000,£,UK,2025,9019.5,8553.139500000001,466.36049999999886,5.452506649751227
Luminor Due,PAM01124,8100,$,USA,2025,8100.0,8553.139500000001,-453.13950000000114,-5.297931829593111
Luminor,PAM01157,9600,€,France,2025,10365.12,10015.245,349.875,3.49342427469323
Luminor,PAM01157,1430000,￥,Japan,2025,9665.37,10015.245,-349.875,-3.49342427469323
Luminor,PAM01157,8100,£,UK,2025,10436.85,10015.245,421.60499999999956,4.209632415382744
Luminor,PAM01157,9400,$,USA,2025,9400.0,10015.245,-615.2450000000008,-6.143084867120082
Luminor Due,PAM01179,9800,€,France,2025,10581.06,10197.563999999998,383.496000000001,3.7606628406548963
Luminor Due,PAM01179,1452000,￥,Japan,2025,9814.068,10197.563999999998,-383.4959999999992,-3.7606628406548785
Luminor Due,PAM01179,8300,£,UK,2025,10694.55,10197.563999999998,496.9860000000008,4.873575689252854
Luminor Due,PAM01179,9600,$,USA,2025,9600.0,10197.563999999998,-597.5639999999985,-5.859870063085641
Luminor Due,PAM01181,21900,€,France,2025,23645.430000000004,22789.192500000005,856.2374999999993,3.757208597891299
Luminor Due,PAM01181,3245000,￥,Japan,2025,21932.955,22789.192500000005,-856.2375000000029,-3.757208597891315
Luminor Due,PAM01181,18500,£,UK,2025,23837.25,22789.192500000005,1048.0574999999953,4.598923371242729
Luminor Due,PAM01181,21500,$,USA,2025,21500.0,22789.192500000005,-1289.1925000000047,-5.65703457900057
Luminor Due,PAM01182,38000,€,France,2025,41028.600000000006,39510.46950000001,1518.1304999999993,3.8423499371476697
Luminor Due,PAM01182,5621000,￥,Japan,2025,37992.339,39510.46950000001,-1518.1305000000066,-3.842349937147688
Luminor Due,PAM01182,32100,£,UK,2025,41360.85,39510.46950000001,1850.380499999992,4.683266292241837
Luminor Due,PAM01182,37200,$,USA,2025,37200.0,39510.46950000001,-2310.4695000000065,-5.847739926249183
Luminor,PAM01218,10200,€,France,2025,11012.94,10636.551,376.38900000000103,3.538637665536517
Luminor,PAM01218,1518000,￥,Japan,2025,10260.162,10636.551,-376.3889999999992,-3.5386376655364997
Luminor,PAM01218,8700,£,UK,2025,11209.95,10636.551,573.3990000000013,5.390835807584633
Luminor,PAM01218,10000,$,USA,2025,10000.0,10636.551,-636.5509999999995,-5.984562101004353
Luminor,PAM01219,16900,€,France,2025,18246.93,17599.251,647.6790000000001,3.6801509336959857
Luminor,PAM01219,2508000,￥,Japan,2025,16951.572,17599.251,-647.6790000000001,-3.6801509336959857
Luminor,PAM01219,14300,£,UK,2025,18425.55,17599.251,826.2989999999991,4.695080489504917
Luminor,PAM01219,16600,$,USA,2025,16600.0,17599.251,-999.2510000000002,-5.6778041292780035
Submersible,PAM01232,18900,€,France,2025,20406.33,19682.6625,723.6675000000032,3.6766748401035847
Submersible,PAM01232,2805000,￥,Japan,2025,18958.995,19682.6625,-723.6674999999996,-3.6766748401035665
Submersible,PAM01232,16000,£,UK,2025,20616.0,19682.6625,933.3375000000015,4.741927063983349
Submersible,PAM01232,18600,$,USA,2025,18600.0,19682.6625,-1082.6624999999985,-5.50058966869954
Submersible,PAM01241,52000,€,France,2025,56144.40000000001,49334.076,6810.324000000008,13.80450299707652
Submersible,PAM01241,7678000,￥,Japan,2025,51895.602,49334.076,2561.525999999998,5.192204268708708
Submersible,PAM01241,36300,£,UK,2025,46772.55,49334.076,-2561.525999999998,-5.192204268708708
Submersible,PAM01241,45100,$,USA,2025,45100.0,49334.076,-4234.076000000001,-8.582457285710593
Luminor Due,PAM01248,7000,€,France,2025,7557.900000000001,7310.5275,247.3725000000004,3.3837845490629834
Luminor Due,PAM01248,1045000,￥,Japan,2025,7063.155000000001,7310.5275,-247.3724999999995,-3.383784549062971
Luminor Due,PAM01248,6000,£,UK,2025,7731.0,7310.5275,420.47249999999985,5.751602740021152
Luminor Due,PAM01248,6900,$,USA,2025,6900.0,7310.5275,-410.52750000000015,-5.6155660449947025
Luminor Due,PAM01250,7400,€,France,2025,7989.780000000001,7712.34,277.4400000000005,3.597351776503636
Luminor Due,PAM01250,1100000,￥,Japan,2025,7434.900000000001,7712.34,-277.4399999999996,-3.597351776503624
Luminor Due,PAM01250,6300,£,UK,2025,8117.55,7712.34,405.21000000000004,5.254047409735567
Luminor Due,PAM01250,7300,$,USA,2025,7300.0,7712.34,-412.34000000000015,-5.346496653415178
Luminor Due,PAM01273,7000,€,France,2025,7557.900000000001,7310.5275,247.3725000000004,3.3837845490629834
Luminor Due,PAM01273,1045000,￥,Japan,2025,7063.155000000001,7310.5275,-247.3724999999995,-3.383784549062971
Luminor Due,PAM01273,6000,£,UK,2025,7731.0,7310.5275,420.47249999999985,5.751602740021152
Luminor Due,PAM01273,6900,$,USA,2025,6900.0,7310.5275,-410.52750000000015,-5.6155660449947025
Luminor Due,PAM01280,18900,€,France,2025,20406.33,19682.6625,723.6675000000032,3.6766748401035847
Luminor Due,PAM01280,2805000,￥,Japan,2025,18958.995,19682.6625,-723.6674999999996,-3.6766748401035665
Luminor Due,PAM01280,16000,£,UK,2025,20616.0,19682.6625,933.3375000000015,4.741927063983349
Luminor Due,PAM01280,18600,$,USA,2025,18600.0,19682.6625,-1082.6624999999985,-5.50058966869954
Submersible,PAM01283,52000,€,France,2025,56144.40000000001,49334.076,6810.324000000008,13.80450299707652
Submersible,PAM01283,7678000,￥,Japan,2025,51895.602,49334.076,2561.525999999998,5.192204268708708
Submersible,PAM01283,36300,£,UK,2025,46772.55,49334.076,-2561.525999999998,-5.192204268708708
Submersible,PAM01283,45100,$,USA,2025,45100.0,49334.076,-4234.076000000001,-8.582457285710593
Radiomir,PAM01284,170000,€,France,2025,183549.00000000003,161138.6595,22410.34050000002,13.907488475786916
Radiomir,PAM01284,25091000,￥,Japan,2025,169590.06900000002,161138.6595,8451.409500000009,5.244805638959662
Radiomir,PAM01284,118500,£,UK,2025,152687.25,161138.6595,-8451.409500000009,-5.244805638959662
Radiomir,PAM01284,147300,$,USA,2025,147300.0,161138.6595,-13838.659500000009,-8.588044323404596
Submersible,PAM01287,11800,€,France,2025,12740.46,12280.9755,459.48449999999866,3.741433243637679
Submersible,PAM01287,1749000,￥,Japan,2025,11821.491,12280.9755,-459.4845000000005,-3.741433243637694
Submersible,PAM01287,10000,£,UK,2025,12885.0,12280.9755,604.0244999999995,4.918375580180903
Submersible,PAM01287,11600,$,USA,2025,11600.0,12280.9755,-680.9755000000005,-5.544962613108384
Submersible,PAM01288,11800,€,France,2025,12740.46,12280.9755,459.48449999999866,3.741433243637679
Submersible,PAM01288,1749000,￥,Japan,2025,11821.491,12280.9755,-459.4845000000005,-3.741433243637694
Submersible,PAM01288,10000,£,UK,2025,12885.0,12280.9755,604.0244999999995,4.918375580180903
Submersible,PAM01288,11600,$,USA,2025,11600.0,12280.9755,-680.9755000000005,-5.544962613108384
Submersible,PAM01289,11800,€,France,2025,12740.46,12280.9755,459.48449999999866,3.741433243637679
Submersible,PAM01289,1749000,￥,Japan,2025,11821.491,12280.9755,-459.4845000000005,-3.741433243637694
Submersible,PAM01289,10000,£,UK,2025,12885.0,12280.9755,604.0244999999995,4.918375580180903
Submersible,PAM01289,11600,$,USA,2025,11600.0,12280.9755,-680.9755000000005,-5.544962613108384
Luminor Due,PAM01301,10600,€,France,2025,11444.820000000002,11038.3635,406.45650000000205,3.682217024289897
Luminor Due,PAM01301,1573000,￥,Japan,2025,10631.907,11038.3635,-406.45650000000023,-3.68221702428988
Luminor Due,PAM01301,9000,£,UK,2025,11596.5,11038.3635,558.1365000000005,5.056333758169864
Luminor Due,PAM01301,10400,$,USA,2025,10400.0,11038.3635,-638.3634999999995,-5.783135335233339
Luminor Due,PAM01309,8000,€,France,2025,8637.6,8333.646,303.9539999999997,3.64731115288554
Luminor Due,PAM01309,1188000,￥,Japan,2025,8029.692,8333.646,-303.95400000000063,-3.647311152885551
Luminor Due,PAM01309,6800,£,UK,2025,8761.8,8333.646,428.15399999999863,5.1376552351755596
Luminor Due,PAM01309,7900,$,USA,2025,7900.0,8333.646,-433.64600000000064,-5.203556762550276
Luminor Due,PAM01311,8000,€,France,2025,8637.6,8333.646,303.9539999999997,3.64731115288554
Luminor Due,PAM01311,1188000,￥,Japan,2025,8029.692,8333.646,-303.95400000000063,-3.647311152885551
Luminor Due,PAM01311,6800,£,UK,2025,8761.8,8333.646,428.15399999999863,5.1376552351755596
Luminor Due,PAM01311,7900,$,USA,2025,7900.0,8333.646,-433.64600000000064,-5.203556762550276
Luminor,PAM01312,8900,€,France,2025,9609.330000000002,9265.605000000001,343.72500000000036,3.70968760269837
Luminor,PAM01312,1320000,￥,Japan,2025,8921.880000000001,9265.605000000001,-343.72500000000036,-3.70968760269837
Luminor,PAM01312,7600,£,UK,2025,9792.6,9265.605000000001,526.994999999999,5.687648027300958
Luminor,PAM01312,8800,$,USA,2025,8800.0,9265.605000000001,-465.6050000000014,-5.025090104747627
Luminor,PAM01313,8900,€,France,2025,9609.330000000002,9265.605000000001,343.72500000000036,3.70968760269837
Luminor,PAM01313,1320000,￥,Japan,2025,8921.880000000001,9265.605000000001,-343.72500000000036,-3.70968760269837
Luminor,PAM01313,7600,£,UK,2025,9792.6,9265.605000000001,526.994999999999,5.687648027300958
Luminor,PAM01313,8800,$,USA,2025,8800.0,9265.605000000001,-465.6050000000014,-5.025090104747627
Luminor,PAM01314,8900,€,France,2025,9609.330000000002,9265.605000000001,343.72500000000036,3.70968760269837
Luminor,PAM01314,1320000,￥,Japan,2025,8921.880000000001,9265.605000000001,-343.72500000000036,-3.70968760269837
Luminor,PAM01314,7600,£,UK,2025,9792.6,9265.605000000001,526.994999999999,5.687648027300958
Luminor,PAM01314,8800,$,USA,2025,8800.0,9265.605000000001,-465.6050000000014,-5.025090104747627
Luminor,PAM01316,9700,€,France,2025,10473.09,10106.4045,366.6854999999996,3.628248800055446
Luminor,PAM01316,1441000,￥,Japan,2025,9739.719,10106.4045,-366.6855000000014,-3.6282488000554634
Luminor,PAM01316,8200,£,UK,2025,10565.7,10106.4045,459.2955000000002,4.544598427660403
Luminor,PAM01316,9500,$,USA,2025,9500.0,10106.4045,-606.4045000000006,-6.000200170100064
Luminor Due,PAM01319,8000,€,France,2025,8637.6,8333.646,303.9539999999997,3.64731115288554
Luminor Due,PAM01319,1188000,￥,Japan,2025,8029.692,8333.646,-303.95400000000063,-3.647311152885551
Luminor Due,PAM01319,6800,£,UK,2025,8761.8,8333.646,428.15399999999863,5.1376552351755596
Luminor Due,PAM01319,7900,$,USA,2025,7900.0,8333.646,-433.64600000000064,-5.203556762550276
Submersible,PAM01323,11300,€,France,2025,12200.61,11750.829000000002,449.78099999999904,3.827653351095476
Submersible,PAM01323,1672000,￥,Japan,2025,11301.048,11750.829000000002,-449.78100000000086,-3.827653351095491
Submersible,PAM01323,9600,£,UK,2025,12369.6,11750.829000000002,618.7709999999988,5.2657646537108045
Submersible,PAM01323,11100,$,USA,2025,11100.0,11750.829000000002,-650.8290000000015,-5.538579448309574
Luminor Due,PAM01326,38000,€,France,2025,41028.600000000006,39510.46950000001,1518.1304999999993,3.8423499371476697
Luminor Due,PAM01326,5621000,￥,Japan,2025,37992.339,39510.46950000001,-1518.1305000000066,-3.842349937147688
Luminor Due,PAM01326,32100,£,UK,2025,41360.85,39510.46950000001,1850.380499999992,4.683266292241837
Luminor Due,PAM01326,37200,$,USA,2025,37200.0,39510.46950000001,-2310.4695000000065,-5.847739926249183
Luminor Due,PAM01329,40000,€,France,2025,43188.00000000001,41593.88100000001,1594.1189999999988,3.8325805663578216
Luminor Due,PAM01329,5918000,￥,Japan,2025,39999.762,41593.88100000001,-1594.119000000006,-3.832580566357839
Luminor Due,PAM01329,33800,£,UK,2025,43551.3,41593.88100000001,1957.4189999999944,4.706026350366281
Luminor Due,PAM01329,39200,$,USA,2025,39200.0,41593.88100000001,-2393.8810000000085,-5.755368199471475
Radiomir,PAM01334,7200,€,France,2025,7773.840000000001,7492.846500000001,280.9935000000005,3.750156899650893
Radiomir,PAM01334,1067000,￥,Japan,2025,7211.853,7492.846500000001,-280.9935000000005,-3.750156899650893
Radiomir,PAM01334,6100,£,UK,2025,7859.849999999999,7492.846500000001,367.0034999999989,4.898051761770361
Radiomir,PAM01334,7100,$,USA,2025,7100.0,7492.846500000001,-392.84650000000056,-5.242954062918552
Radiomir,PAM01335,7200,€,France,2025,7773.840000000001,7492.846500000001,280.9935000000005,3.750156899650893
Radiomir,PAM01335,1067000,￥,Japan,2025,7211.853,7492.846500000001,-280.9935000000005,-3.750156899650893
Radiomir,PAM01335,6100,£,UK,2025,7859.849999999999,7492.846500000001,367.0034999999989,4.898051761770361
Radiomir,PAM01335,7100,$,USA,2025,7100.0,7492.846500000001,-392.84650000000056,-5.242954062918552
Luminor Due,PAM01336,21900,€,France,2025,23645.430000000004,22789.192500000005,856.2374999999993,3.757208597891299
Luminor Due,PAM01336,3245000,￥,Japan,2025,21932.955,22789.192500000005,-856.2375000000029,-3.757208597891315
Luminor Due,PAM01336,18500,£,UK,2025,23837.25,22789.192500000005,1048.0574999999953,4.598923371242729
Luminor Due,PAM01336,21500,$,USA,2025,21500.0,22789.192500000005,-1289.1925000000047,-5.65703457900057
Radiomir,PAM01347,9900,€,France,2025,10689.03,10325.898000000001,363.1319999999996,3.5167110889532274
Radiomir,PAM01347,1474000,￥,Japan,2025,9962.766,10325.898000000001,-363.1320000000014,-3.5167110889532456
Radiomir,PAM01347,8400,£,UK,2025,10823.4,10325.898000000001,497.5019999999986,4.818002269633097
Radiomir,PAM01347,9700,$,USA,2025,9700.0,10325.898000000001,-625.898000000001,-6.0614389179517465
Radiomir,PAM01348,9900,€,France,2025,10689.03,10325.898000000001,363.1319999999996,3.5167110889532274
Radiomir,PAM01348,1474000,￥,Japan,2025,9962.766,10325.898000000001,-363.1320000000014,-3.5167110889532456
Radiomir,PAM01348,8400,£,UK,2025,10823.4,10325.898000000001,497.5019999999986,4.818002269633097
Radiomir,PAM01348,9700,$,USA,2025,9700.0,10325.898000000001,-625.898000000001,-6.0614389179517465
Radiomir,PAM01349,12500,€,France,2025,13496.250000000002,13030.6155,465.63450000000194,3.5733883790831054
Radiomir,PAM01349,1859000,￥,Japan,2025,12564.981,13030.6155,-465.6345000000001,-3.5733883790830916
Radiomir,PAM01349,10600,£,UK,2025,13658.1,13030.6155,627.4845000000005,4.815463245001745
Radiomir,PAM01349,12300,$,USA,2025,12300.0,13030.6155,-730.6154999999999,-5.606914730927329
Radiomir,PAM01350,7200,€,France,2025,7773.840000000001,7492.846500000001,280.9935000000005,3.750156899650893
Radiomir,PAM01350,1067000,￥,Japan,2025,7211.853,7492.846500000001,-280.9935000000005,-3.750156899650893
Radiomir,PAM01350,6100,£,UK,2025,7859.849999999999,7492.846500000001,367.0034999999989,4.898051761770361
Radiomir,PAM01350,7100,$,USA,2025,7100.0,7492.846500000001,-392.84650000000056,-5.242954062918552
Luminor,PAM01356,9600,€,France,2025,10365.12,10015.245,349.875,3.49342427469323
Luminor,PAM01356,1430000,￥,Japan,2025,9665.37,10015.245,-349.875,-3.49342427469323
Luminor,PAM01356,8100,£,UK,2025,10436.85,10015.245,421.60499999999956,4.209632415382744
Luminor,PAM01356,9400,$,USA,2025,9400.0,10015.245,-615.2450000000008,-6.143084867120082
Luminor,PAM01358,9600,€,France,2025,10365.12,10015.245,349.875,3.49342427469323
Luminor,PAM01358,1430000,￥,Japan,2025,9665.37,10015.245,-349.875,-3.49342427469323
Luminor,PAM01358,8100,£,UK,2025,10436.85,10015.245,421.60499999999956,4.209632415382744
Luminor,PAM01358,9400,$,USA,2025,9400.0,10015.245,-615.2450000000008,-6.143084867120082
Luminor,PAM01360,10800,€,France,2025,11660.76,11257.857,402.90300000000025,3.5788605238101736
Luminor,PAM01360,1606000,￥,Japan,2025,10854.954,11257.857,-402.90300000000025,-3.5788605238101736
Luminor,PAM01360,9200,£,UK,2025,11854.2,11257.857,596.3430000000008,5.297127153062974
Luminor,PAM01360,10600,$,USA,2025,10600.0,11257.857,-657.857,-5.843536651780174
Luminor,PAM01361,10800,€,France,2025,11660.76,11257.857,402.90300000000025,3.5788605238101736
Luminor,PAM01361,1606000,￥,Japan,2025,10854.954,11257.857,-402.90300000000025,-3.5788605238101736
Luminor,PAM01361,9200,£,UK,2025,11854.2,11257.857,596.3430000000008,5.297127153062974
Luminor,PAM01361,10600,$,USA,2025,10600.0,11257.857,-657.857,-5.843536651780174
Radiomir,PAM01364,59000,€,France,2025,63702.3,55985.304000000004,7716.995999999999,13.783967306848952
Radiomir,PAM01364,8712000,￥,Japan,2025,58884.408,55985.304000000004,2899.1039999999994,5.17833037041292
Radiomir,PAM01364,41200,£,UK,2025,53086.2,55985.304000000004,-2899.1040000000066,-5.178330370412933
Radiomir,PAM01364,51100,$,USA,2025,51100.0,55985.304000000004,-4885.304000000004,-8.72604710693364
Luminor,PAM01365,9300,€,France,2025,10041.21,9704.592,336.6179999999986,3.468646595343715
Luminor,PAM01365,1386000,￥,Japan,2025,9367.974,9704.592,-336.6180000000004,-3.4686465953437335
Luminor,PAM01365,7900,£,UK,2025,10179.15,9704.592,474.5579999999991,4.890035562546051
Luminor,PAM01365,9200,$,USA,2025,9200.0,9704.592,-504.59200000000055,-5.199517918939823
Luminor,PAM01367,9300,€,France,2025,10041.21,9704.592,336.6179999999986,3.468646595343715
Luminor,PAM01367,1386000,￥,Japan,2025,9367.974,9704.592,-336.6180000000004,-3.4686465953437335
Luminor,PAM01367,7900,£,UK,2025,10179.15,9704.592,474.5579999999991,4.890035562546051
Luminor,PAM01367,9200,$,USA,2025,9200.0,9704.592,-504.59200000000055,-5.199517918939823
Luminor,PAM01370,7900,€,France,2025,8529.630000000001,8242.4865,287.14350000000013,3.48369997330296
Luminor,PAM01370,1177000,￥,Japan,2025,7955.343,8242.4865,-287.14350000000104,-3.483699973302971
Luminor,PAM01370,6700,£,UK,2025,8632.95,8242.4865,390.46349999999984,4.737205211073137
Luminor,PAM01370,7800,$,USA,2025,7800.0,8242.4865,-442.4865000000009,-5.3683618408110325
Luminor,PAM01371,7900,€,France,2025,8529.630000000001,8242.4865,287.14350000000013,3.48369997330296
Luminor,PAM01371,1177000,￥,Japan,2025,7955.343,8242.4865,-287.14350000000104,-3.483699973302971
Luminor,PAM01371,6700,£,UK,2025,8632.95,8242.4865,390.46349999999984,4.737205211073137
Luminor,PAM01371,7800,$,USA,2025,7800.0,8242.4865,-442.4865000000009,-5.3683618408110325
Luminor,PAM01372,7900,€,France,2025,8529.630000000001,8242.4865,287.14350000000013,3.48369997330296
Luminor,PAM01372,1177000,￥,Japan,2025,7955.343,8242.4865,-287.14350000000104,-3.483699973302971
Luminor,PAM01372,6700,£,UK,2025,8632.95,8242.4865,390.46349999999984,4.737205211073137
Luminor,PAM01372,7800,$,USA,2025,7800.0,8242.4865,-442.4865000000009,-5.3683618408110325
Luminor Due,PAM01378,7500,€,France,2025,8097.750000000001,7803.499500000001,294.2505000000001,3.770750545956978
Luminor Due,PAM01378,1111000,￥,Japan,2025,7509.249000000001,7803.499500000001,-294.2505000000001,-3.770750545956978
