product_url,price,year,collection,reference,country,currency,image_url,brand,name,availability,currency_code,price_JPY,price_GBP,price_EUR,price_USD
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,42300.0,2025,Radiomir,PAM01643,USA,$,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,PANERAI,Radiomir 8 Giorni Eilean,Out of Stock,USD,6336476.55,33505.83,40591.08,42300.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,146700.0,2025,Radiomir,PAM01284,USA,$,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,PANERAI,Radiomir Tourbillon GMT Bronzo,Out of Stock,USD,21975439.95,116201.07,140773.32,146700.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,18600.0,2025,Radiomir,PAM00760,USA,$,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,PANERAI,Radiomir Bronzo,Out of Stock,USD,2786252.0999999996,14733.060000000001,17848.56,18600.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,18200.0,2025,Radiomir,PAM01026,USA,$,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,PANERAI,Radiomir Quaranta Goldtech™,Available,USD,2726332.6999999997,14416.220000000001,17464.72,18200.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,18200.0,2025,Radiomir,PAM01437,USA,$,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,PANERAI,Radiomir Quaranta Yellow Gold,Available,USD,2726332.6999999997,14416.220000000001,17464.72,18200.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,34500.0,2025,Radiomir,PAM01363,USA,$,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,PANERAI,Radiomir Annual Calendar Goldtech™,Out of Stock,USD,5168048.25,27327.45,33106.2,34500.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,50900.0,2025,Radiomir,PAM01364,USA,$,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,PANERAI,Radiomir Annual Calendar Platinumtech™,Out of Stock,USD,7624743.649999999,40317.89,48843.64,50900.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,43200.0,2025,Radiomir,PAM01453,USA,$,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,PANERAI,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,USD,6471295.199999999,34218.72,41454.72,43200.0
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00600-radiomir-minute-repeater-tourbillon-gmt.html,396800.0,2025,Radiomir,PAM00600,USA,$,https://www.panerai.com/content/dam/rcq/pan/13/14/96/3/1314963.png,PANERAI,Radiomir Minute Repeater Tourbillon GMT,Out of Stock,USD,59440044.8,314305.28,380769.28,396800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,5600.0,2025,Luminor,PAM01623,USA,$,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,PANERAI,Luminor Base Logo,Available,USD,838871.6,4435.76,5373.76,5600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,5600.0,2025,Luminor,PAM01087,USA,$,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,PANERAI,Luminor Base Logo,Available,USD,838871.6,4435.76,5373.76,5600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,5600.0,2025,Luminor,PAM01086,USA,$,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,PANERAI,Luminor Base Logo,Available,USD,838871.6,4435.76,5373.76,5600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01084-luminor-logo.html,6100.0,2025,Luminor,PAM01084,USA,$,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,PANERAI,Luminor Logo,Available,USD,913770.85,4831.81,5853.56,6100.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01085-luminor-logo.html,6100.0,2025,Luminor,PAM01085,USA,$,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,PANERAI,Luminor Logo ,Available,USD,913770.85,4831.81,5853.56,6100.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01624-luminor-logo.html,6100.0,2025,Luminor,PAM01624,USA,$,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,PANERAI,Luminor Logo,Available,USD,913770.85,4831.81,5853.56,6100.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,10500.0,2025,Luminor,PAM01628,USA,$,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,PANERAI,Luminor Tre Giorni,Out of Stock,USD,1572884.25,8317.050000000001,10075.8,10500.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,7100.0,2025,Luminor,PAM00914,USA,$,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,PANERAI,Luminor 8 Giorni,Available,USD,1063569.3499999999,5623.91,6813.16,7100.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,7600.0,2025,Luminor,PAM00915,USA,$,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,PANERAI,Luminor 8 Giorni,Available,USD,1138468.5999999999,6019.96,7292.96,7600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,8100.0,2025,Luminor,PAM01655,USA,$,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,PANERAI,Luminor Destro Otto Giorni,Available,USD,1213367.8499999999,6416.01,7772.76,8100.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00422-luminor-marina.html,11300.0,2025,Luminor,PAM00422,USA,$,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,PANERAI,Luminor Marina,Out of Stock,USD,1692723.0499999998,8950.73,10843.48,11300.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,7800.0,2025,Luminor,PAM01371,USA,$,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,PANERAI,Luminor Quaranta,Available,USD,1168428.2999999998,6178.38,7484.88,7800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,7800.0,2025,Luminor,PAM01370,USA,$,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,PANERAI,Luminor Quaranta,Available,USD,1168428.2999999998,6178.38,7484.88,7800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,7800.0,2025,Luminor,PAM01372,USA,$,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,PANERAI,Luminor Quaranta,Available,USD,1168428.2999999998,6178.38,7484.88,7800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,9300.0,2025,Luminor,PAM01408,USA,$,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,PANERAI,Luminor Quaranta Steel DLC Luna Rossa,Out of Stock,USD,1393126.0499999998,7366.530000000001,8924.28,9300.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,13300.0,2025,Luminor,PAM01526,USA,$,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,PANERAI,Luminor Quaranta Carbotech™,Out of Stock,USD,1992320.0499999998,10534.93,12762.68,13300.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01314-luminor-marina.html,8800.0,2025,Luminor,PAM01314,USA,$,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,PANERAI,Luminor Marina,Available,USD,1318226.7999999998,6970.4800000000005,8444.48,8800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01313-luminor-marina.html,8800.0,2025,Luminor,PAM01313,USA,$,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,PANERAI,Luminor Marina,Available,USD,1318226.7999999998,6970.4800000000005,8444.48,8800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01312-luminor-marina.html,8800.0,2025,Luminor,PAM01312,USA,$,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,PANERAI,Luminor Marina,Available,USD,1318226.7999999998,6970.4800000000005,8444.48,8800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,9400.0,2025,Luminor,PAM01157,USA,$,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,PANERAI,Luminor Marina Blu Profondo,Available,USD,1408105.9,7445.740000000001,9020.24,9400.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,9400.0,2025,Luminor,PAM01356,USA,$,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,PANERAI,Luminor Marina Verde Smeraldo,Available,USD,1408105.9,7445.740000000001,9020.24,9400.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,9400.0,2025,Luminor,PAM01358,USA,$,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,PANERAI,Luminor Marina Grigio Roccia,Available,USD,1408105.9,7445.740000000001,9020.24,9400.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01564-luminor-marina.html,9500.0,2025,Luminor,PAM01564,USA,$,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,PANERAI,Luminor Marina,Out of Stock,USD,1423085.75,7524.95,9116.2,9500.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01316-luminor-marina.html,9500.0,2025,Luminor,PAM01316,USA,$,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,PANERAI,Luminor Marina,Out of Stock,USD,1423085.75,7524.95,9116.2,9500.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01562-luminor-marina.html,9500.0,2025,Luminor,PAM01562,USA,$,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,PANERAI,Luminor Marina,Out of Stock,USD,1423085.75,7524.95,9116.2,9500.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,9800.0,2025,Luminor,PAM01412,USA,$,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,PANERAI,Luminor Marina Navy SEALs,Available,USD,1468025.2999999998,7762.58,9404.08,9800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,14800.0,2025,Luminor,PAM02661,USA,$,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,PANERAI,Luminor Marina Carbotech™,Available,USD,2217017.8,11723.08,14202.08,14800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,16300.0,2025,Luminor,PAM02662,USA,$,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,PANERAI,Luminor Marina TuttoGrigio,Out of Stock,USD,2441715.55,12911.23,15641.48,16300.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,26800.0,2025,Luminor,PAM01112,USA,$,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,PANERAI,Luminor Marina Goldtech™ ,Available,USD,4014599.8,21228.280000000002,25717.28,26800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,9200.0,2025,Luminor,PAM01365,USA,$,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,PANERAI,Luminor Quaranta BiTempo,Available,USD,1378146.2,7287.320000000001,8828.32,9200.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,9200.0,2025,Luminor,PAM01367,USA,$,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,PANERAI,Luminor Quaranta BiTempo,Available,USD,1378146.2,7287.320000000001,8828.32,9200.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,9600.0,2025,Luminor,PAM01404,USA,$,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,PANERAI,Luminor Quaranta BiTempo Luna Rossa,Available,USD,1438065.5999999999,7604.16,9212.16,9600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,9800.0,2025,Luminor,PAM01640,USA,$,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,PANERAI,Luminor Quaranta BiTempo,Available,USD,1468025.2999999998,7762.58,9404.08,9800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,25400.0,2025,Luminor,PAM01641,USA,$,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,PANERAI,Luminor Quaranta BiTempo Goldtech™,Out of Stock,USD,3804881.9,20119.34,24373.84,25400.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,10600.0,2025,Luminor,PAM01360,USA,$,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,PANERAI,Luminor BiTempo Power Reserve,Available,USD,1587864.0999999999,8396.26,10171.76,10600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,10600.0,2025,Luminor,PAM01361,USA,$,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,PANERAI,Luminor BiTempo Power Reserve,Available,USD,1587864.0999999999,8396.26,10171.76,10600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01441-luminor-gmt.html,14900.0,2025,Luminor,PAM01441,USA,$,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,PANERAI,Luminor GMT,Available,USD,2231997.65,11802.29,14298.04,14900.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,19100.0,2025,Luminor,PAM01674,USA,$,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,PANERAI,Luminor GMT Power Reserve Ceramica,Out of Stock,USD,2861151.3499999996,15129.11,18328.36,19100.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01218-luminor-chrono.html,10000.0,2025,Luminor,PAM01218,USA,$,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,PANERAI,Luminor Chrono,Available,USD,1497985.0,7921.0,9596.0,10000.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01109-luminor-chrono.html,10000.0,2025,Luminor,PAM01109,USA,$,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,PANERAI,Luminor Chrono,Available,USD,1497985.0,7921.0,9596.0,10000.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01110-luminor-chrono.html,10800.0,2025,Luminor,PAM01110,USA,$,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,PANERAI,Luminor Chrono,Available,USD,1617823.7999999998,8554.68,10363.68,10800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01548-luminor-chrono.html,10800.0,2025,Luminor,PAM01548,USA,$,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,PANERAI,Luminor Chrono,Available,USD,1617823.7999999998,8554.68,10363.68,10800.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,16600.0,2025,Luminor,PAM01219,USA,$,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,PANERAI,Luminor Chrono Carbotech™,Available,USD,2486655.0999999996,13148.86,15929.36,16600.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,29400.0,2025,Luminor,PAM01111,USA,$,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,PANERAI,Luminor Chrono Goldtech™,Available,USD,4404075.899999999,23287.74,28212.24,29400.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,11000.0,2025,Luminor,PAM01409,USA,$,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,PANERAI,Luminor Chrono Navy SEALs,Out of Stock,USD,1647783.5,8713.1,10555.6,11000.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,17900.0,2025,Luminor,PAM01419,USA,$,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,PANERAI,Luminor Chrono Carbotech™ Navy SEALs,Available,USD,2681393.15,14178.59,17176.84,17900.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,15200.0,2025,Luminor,PAM01482,USA,$,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,PANERAI,Luminor Dieci Giorni GMT,Out of Stock,USD,2276937.1999999997,12039.92,14585.92,15200.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,19500.0,2025,Luminor,PAM01483,USA,$,https://www.panerai.com/content/dam/rcq/pan/DZ/dw/-j/Qb/SQ/6U/2X/HX/LA/S_/dg/DZdw-jQbSQ6U2XHXLAS_dg.png,PANERAI,Luminor Dieci Giorni GMT Ceramica,Out of Stock,USD,2921070.75,15445.95,18712.2,19500.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,44900.0,2025,Luminor,PAM00742,USA,$,https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png,PANERAI,Luminor Perpetual Calendar GMT Goldtech™ ,Out of Stock,USD,6725952.649999999,35565.29,43086.04,44900.0
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,62100.0,2025,Luminor,PAM00715,USA,$,https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png,PANERAI,Luminor Perpetual Calendar GMT Platinumtech™,Out of Stock,USD,9302486.85,49189.41,59591.16,62100.0
