brand,url,image_url,collection,reference,price,currency,country,year,price_EUR,price_GBP,price_USD,price_JPY
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00654-luminor-yachts-challenge---44mm.html,https://www.panerai.com/content/dam/rcq/pan/15/25/03/4/1525034.png,LUMINOR,PAM00654,12000.0,EUR,France,2021,12000.0,9908.4,12463.199999999999,1876612.8
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00722-luminor-marina---42mm.html,https://www.panerai.com/content/dam/rcq/pan/15/66/61/7/1566617.png,LUMINOR,PAM00722,8500.0,EUR,France,2021,8500.0,7018.45,8828.1,1329267.4
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam00741-luminor-due---42mm.html,https://www.panerai.com/content/dam/rcq/pan/15/79/70/4/1579704.png,LUMINOR-DUE,PAM00741,21500.0,EUR,France,2021,21500.0,17752.55,22329.899999999998,3362264.6
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01321-luminor-gmt-power-reserve---44mm.html,https://www.panerai.com/content/dam/rcq/pan/15/82/53/4/1582534.png,LUMINOR,PAM01321,9500.0,EUR,France,2021,9500.0,7844.15,9866.699999999999,1485651.8
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01535-luminor-gmt---42mm.html,https://www.panerai.com/content/dam/rcq/pan/15/82/53/8/1582538.png,LUMINOR,PAM01535,8900.0,EUR,France,2021,8900.0,7348.73,9243.539999999999,1391821.16
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01537-luminor-gmt-power-reserve---42mm.html,https://www.panerai.com/content/dam/rcq/pan/15/82/54/0/1582540.png,LUMINOR,PAM01537,9300.0,EUR,France,2021,9300.0,7679.01,9658.98,1454374.92
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam00755-luminor-due---38mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/88/6/1649886.png,LUMINOR-DUE,PAM00755,6100.0,EUR,France,2021,6100.0,5036.7699999999995,6335.46,953944.84
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam00904-luminor-due---42mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/89/5/1649895.png,LUMINOR-DUE,PAM00904,6400.0,EUR,France,2021,6400.0,5284.48,6647.04,1000860.16
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam00943-luminor-due---45mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/89/8/1649898.png,LUMINOR-DUE,PAM00943,9900.0,EUR,France,2021,9900.0,8174.43,10282.14,1548205.56
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam00944-luminor-due-gmt-power-reserve---45mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/90/0/1649900.png,LUMINOR-DUE,PAM00944,10900.0,EUR,France,2021,10900.0,9000.13,11320.74,1704589.96
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00774-luminor-base-logo---44mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/90/4/1649904.png,LUMINOR,PAM00774,4900.0,EUR,France,2021,4900.0,4045.93,5089.139999999999,766283.5599999999
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00775-luminor-base-logo---44mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/90/6/1649906.png,LUMINOR,PAM00775,4900.0,EUR,France,2021,4900.0,4045.93,5089.139999999999,766283.5599999999
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00776-luminor-logo---44mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/90/8/1649908.png,LUMINOR,PAM00776,5400.0,EUR,France,2021,5400.0,4458.78,5608.44,844475.76
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00777-luminor-logo---44mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/91/0/1649910.png,LUMINOR,PAM00777,5400.0,EUR,France,2021,5400.0,4458.78,5608.44,844475.76
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00778-luminor-logo---44mm.html,https://www.panerai.com/content/dam/rcq/pan/16/49/91/2/1649912.png,LUMINOR,PAM00778,5400.0,EUR,France,2021,5400.0,4458.78,5608.44,844475.76
Panerai,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01441-luminor-gmt---44mm.html,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,LUMINOR,PAM01441,13500.0,EUR,France,2021,13500.0,11146.95,14021.1,2111189.4
