currency,collection,product_url,reference,price,year,image_url,country,brand,name,availability,currency_code,price_GBP,price_EUR,price_USD,price_JPY
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,PAM01350,1067000,2025,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,Japan,PANERAI,ラジオミール トレ ジョルニ,Available,JPY,5596.415,6679.42,7211.853,1067000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,PAM01347,1474000,2025,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,Japan,PANERAI,ラジオミール オット ジョルニ ,Out of Stock,JPY,7731.129999999999,9227.24,9962.766,1474000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,PAM01348,1474000,2025,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,Japan,PANERAI,ラジオミール オット ジョルニ ,Out of Stock,JPY,7731.129999999999,9227.24,9962.766,1474000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01349-radiomir-california.html,PAM01349,1859000,2025,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,Japan,PANERAI,ラジオミール カリフォルニア,Out of Stock,JPY,9750.455,11637.34,12564.981,1859000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,PAM01643,7238000,2025,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,Japan,PANERAI,ラジオミール 8 ジョルニ アイリーン,Out of Stock,JPY,37963.31,45309.88,48921.642,7238000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,PAM01284,25091000,2025,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,Japan,PANERAI,ラジオミール トゥールビヨン GMT ブロンゾ,Out of Stock,JPY,131602.29499999998,157069.66,169590.06900000002,25091000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,PAM00760,2816000,2025,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,Japan,PANERAI,ラジオミール ブロンゾ,Out of Stock,JPY,14769.919999999998,17628.16,19033.344,2816000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,PAM01026,2739000,2025,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,Japan,PANERAI,ラジオミール クアランタ ゴールドテック™,Available,JPY,14366.054999999998,17146.14,18512.901,2739000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,PAM01437,2739000,2025,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,Japan,PANERAI,ラジオミール クアランタ イエローゴールド,Available,JPY,14366.054999999998,17146.14,18512.901,2739000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,PAM01364,8712000,2025,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,Japan,PANERAI,ラジオミール アニュアルカレンダー プラチナテック™,Out of Stock,JPY,45694.439999999995,54537.12,58884.408,8712000.0
￥,Radiomir,https://www.panerai.com/jp/ja/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,PAM01453,7381000,2025,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,Japan,PANERAI,ラジオミール パーペチュアルカレンダー GMT ゴールドテック™,Out of Stock,JPY,38713.344999999994,46205.06,49888.179000000004,7381000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,PAM01623,847000,2025,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,Japan,PANERAI,ルミノール ベース ロゴ,Available,JPY,4442.514999999999,5302.22,5724.8730000000005,847000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,PAM01087,847000,2025,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,Japan,PANERAI,ルミノール ベース ロゴ,Available,JPY,4442.514999999999,5302.22,5724.8730000000005,847000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,PAM01086,847000,2025,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,Japan,PANERAI,ルミノール ベース ロゴ,Available,JPY,4442.514999999999,5302.22,5724.8730000000005,847000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01084-luminor-logo.html,PAM01084,924000,2025,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,Japan,PANERAI,ルミノール ロゴ,Available,JPY,4846.38,5784.24,6245.316,924000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01085-luminor-logo.html,PAM01085,924000,2025,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,Japan,PANERAI,Luminor Logo ,Available,JPY,4846.38,5784.24,6245.316,924000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01624-luminor-logo.html,PAM01624,924000,2025,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,Japan,PANERAI,ルミノール ロゴ,Available,JPY,4846.38,5784.24,6245.316,924000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,PAM01628,1584000,2025,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,Japan,PANERAI,ルミノール トレ ジョルニ,Available,JPY,8308.08,9915.84,10706.256000000001,1584000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,PAM00914,1067000,2025,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,Japan,PANERAI,ルミノール ベース,Available,JPY,5596.415,6679.42,7211.853,1067000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,PAM00915,1144000,2025,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,Japan,PANERAI,ルミノール ベース,Available,JPY,6000.28,7161.44,7732.296,1144000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,PAM01655,1221000,2025,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,Japan,PANERAI,ルミノール デストロ オット ジョルニ,Out of Stock,JPY,6404.1449999999995,7643.46,8252.739,1221000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00422-luminor-marina.html,PAM00422,1705000,2025,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,Japan,PANERAI,ルミノール マリーナ,Available,JPY,8942.724999999999,10673.3,11524.095000000001,1705000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,PAM01371,1177000,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,Japan,PANERAI,ルミノール クアランタ,Available,JPY,6173.365,7368.0199999999995,7955.343,1177000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,PAM01370,1177000,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,Japan,PANERAI,ルミノール クアランタ,Available,JPY,6173.365,7368.0199999999995,7955.343,1177000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,PAM01372,1177000,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,Japan,PANERAI,ルミノール クアランタ,Available,JPY,6173.365,7368.0199999999995,7955.343,1177000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,PAM01408,1397000,2025,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,Japan,PANERAI,ルミノール クアランタ スティール DLC ルナ・ロッサ,Available,JPY,7327.264999999999,8745.22,9442.323,1397000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,PAM01526,2002000,2025,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,Japan,PANERAI,ルミノール クアランタ カーボテック™,Out of Stock,JPY,10500.49,12532.52,13531.518,2002000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01314-luminor-marina.html,PAM01314,1320000,2025,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,Japan,PANERAI,ルミノール マリーナ,Available,JPY,6923.4,8263.2,8921.880000000001,1320000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01313-luminor-marina.html,PAM01313,1320000,2025,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,Japan,PANERAI,ルミノール マリーナ,Available,JPY,6923.4,8263.2,8921.880000000001,1320000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01312-luminor-marina.html,PAM01312,1320000,2025,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,Japan,PANERAI,ルミノール マリーナ,Available,JPY,6923.4,8263.2,8921.880000000001,1320000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,PAM01157,1430000,2025,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,Japan,PANERAI,ルミノール マリーナ Blu Profondo,Available,JPY,7500.349999999999,8951.8,9665.37,1430000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,PAM01356,1430000,2025,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,Japan,PANERAI,ルミノール マリーナ  Verde Smeraldo,Available,JPY,7500.349999999999,8951.8,9665.37,1430000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,PAM01358,1430000,2025,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,Japan,PANERAI,ルミノール マリーナ Grigio Roccia,Available,JPY,7500.349999999999,8951.8,9665.37,1430000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01564-luminor-marina.html,PAM01564,1441000,2025,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,Japan,PANERAI,ルミノール マリーナ,Out of Stock,JPY,7558.044999999999,9020.66,9739.719000000001,1441000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01316-luminor-marina.html,PAM01316,1441000,2025,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,Japan,PANERAI,Luminor Marina,Available,JPY,7558.044999999999,9020.66,9739.719000000001,1441000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01562-luminor-marina.html,PAM01562,1441000,2025,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,Japan,PANERAI,ルミノール マリーナ,Out of Stock,JPY,7558.044999999999,9020.66,9739.719000000001,1441000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,PAM01412,1485000,2025,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,Japan,PANERAI,ルミノール マリーナ ネイビーシールズ,Out of Stock,JPY,7788.825,9296.1,10037.115,1485000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,PAM02661,2244000,2025,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,Japan,PANERAI,ルミノール マリーナ カーボテック™,Available,JPY,11769.779999999999,14047.44,15167.196,2244000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,PAM02662,2464000,2025,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,Japan,PANERAI,ルミノール マリーナ トゥットグリージョ,Available,JPY,12923.679999999998,15424.64,16654.176,2464000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,PAM01112,4048000,2025,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,Japan,PANERAI,Luminor Marina Goldtech™ ,Available,JPY,21231.76,25340.48,27360.432,4048000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,PAM01365,1386000,2025,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,Japan,PANERAI,ルミノール クアランタ BiTempo,Available,JPY,7269.57,8676.36,9367.974,1386000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,PAM01367,1386000,2025,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,Japan,PANERAI,ルミノール クアランタ BiTempo,Available,JPY,7269.57,8676.36,9367.974,1386000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,PAM01404,1452000,2025,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,Japan,PANERAI,ルミノール クアランタ ルナ・ロッサ BiTempo,Out of Stock,JPY,7615.74,9089.52,9814.068000000001,1452000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,PAM01640,1485000,2025,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,Japan,PANERAI,ルミノール クアランタ BiTempo,Available,JPY,7788.825,9296.1,10037.115,1485000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,PAM01641,3839000,2025,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,Japan,PANERAI,ルミノール クアランタ BiTempo ゴールドテック™,Out of Stock,JPY,20135.555,24032.14,25947.801,3839000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,PAM01360,1606000,2025,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,Japan,PANERAI,Luminor BiTempo Power Reserve,Available,JPY,8423.47,10053.56,10854.954,1606000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,PAM01361,1606000,2025,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,Japan,PANERAI,Luminor BiTempo Power Reserve,Available,JPY,8423.47,10053.56,10854.954,1606000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01441-luminor-gmt.html,PAM01441,2255000,2025,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,Japan,PANERAI,ルミノール GMT,Available,JPY,11827.474999999999,14116.3,15241.545,2255000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,PAM01674,2893000,2025,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,Japan,PANERAI,ルミノール GMT パワーリザーブ チェラミカ,Out of Stock,JPY,15173.785,18110.18,19553.787,2893000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01218-luminor-chrono.html,PAM01218,1518000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,Japan,PANERAI,ルミノール クロノ,Available,JPY,7961.91,9502.68,10260.162,1518000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01109-luminor-chrono.html,PAM01109,1518000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,Japan,PANERAI,ルミノール クロノ,Available,JPY,7961.91,9502.68,10260.162,1518000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01110-luminor-chrono.html,PAM01110,1628000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,Japan,PANERAI,ルミノール クロノ,Available,JPY,8538.859999999999,10191.28,11003.652,1628000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01548-luminor-chrono.html,PAM01548,1628000,2025,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,Japan,PANERAI,ルミノール クロノ,Available,JPY,8538.859999999999,10191.28,11003.652,1628000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,PAM01219,2508000,2025,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,Japan,PANERAI,ルミノール クロノ カーボテック™,Available,JPY,13154.46,15700.08,16951.572,2508000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,PAM01111,4444000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,Japan,PANERAI,Luminor Chrono Goldtech™,Available,JPY,23308.78,27819.44,30036.996000000003,4444000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,PAM01409,1661000,2025,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,Japan,PANERAI,ルミノール クロノ ネイビーシールズ  ,Out of Stock,JPY,8711.945,10397.86,11226.699,1661000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,PAM01419,2695000,2025,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,Japan,PANERAI,ルミノール クロノ カーボテック™ ネイビーシールズ,Out of Stock,JPY,14135.275,16870.7,18215.505,2695000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,PAM01482,2299000,2025,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,Japan,PANERAI,ルミノール ディエチ ジョルニ GMT,Out of Stock,JPY,12058.255,14391.74,15538.941,2299000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,PAM01483,2948000,2025,https://www.panerai.com/content/dam/rcq/pan/DZ/dw/-j/Qb/SQ/6U/2X/HX/LA/S_/dg/DZdw-jQbSQ6U2XHXLAS_dg.png,Japan,PANERAI,パネライ ルミノール ディエチ ジョルニ GMT チェラミカ,Out of Stock,JPY,15462.259999999998,18454.48,19925.532,2948000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,PAM00742,7678000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png,Japan,PANERAI,Luminor Perpetual Calendar GMT Goldtech™ ,Out of Stock,JPY,40271.11,48064.28,51895.602,7678000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,PAM00715,10626000,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png,Japan,PANERAI,Luminor Perpetual Calendar GMT Platinumtech™,Out of Stock,JPY,55733.369999999995,66518.76,71821.134,10626000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01688-luminor-perpetual-calendar-goldtech.html,PAM01688,7821000,2025,https://www.panerai.com/content/dam/rcq/pan/jn/Ma/k1/Ej/TF/Od/9e/BI/Oo/Jx/ww/jnMak1EjTFOd9eBIOoJxww.png,Japan,PANERAI,Luminor Perpetual Calendar Goldtech™,Out of Stock,JPY,41021.145,48959.46,52862.139,7821000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,PAM00670,3630000,2025,https://www.panerai.com/content/dam/rcq/pan/14/08/20/0/1408200.png,Japan,PANERAI,Luminor Equation of Time GMT Titanio,Available,JPY,19039.35,22723.8,24535.170000000002,3630000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,PAM01060,27896000,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/94/7/2164947.png,Japan,PANERAI,ルミノール トゥールビヨン GMT ゴールドテック™,Out of Stock,JPY,146314.52,174628.96,188549.064,27896000.0
￥,Luminor,https://www.panerai.com/jp/ja/collections/watch-collection/luminor/pam00920-luminor-tourbillon-moon-phases-equation-of-time-gmt--la.html,PAM00920,39853000,2025,https://www.panerai.com/content/dam/rcq/pan/16/49/88/2/1649882.png,Japan,PANERAI,Luminor Tourbillon Moon Phases Equation of Time GMT - L’Astronomo,Out of Stock,JPY,209028.985,249479.78,269366.427,39853000.0
￥,Submersible,https://www.panerai.com/jp/ja/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,PAM01565,1705000,2025,https://www.panerai.com/content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png,Japan,PANERAI,サブマーシブル ルナ・ロッサ,Available,JPY,8942.724999999999,10673.3,11524.095000000001,1705000.0
￥,Submersible,https://www.panerai.com/jp/ja/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,PAM01579,1661000,2025,https://www.panerai.com/content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png,Japan,PANERAI,サブマーシブル ルナ・ロッサ,Out of Stock,JPY,8711.945,10397.86,11226.699,1661000.0
￥,Submersible,https://www.panerai.com/jp/ja/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,PAM01507,1859000,2025,https://www.panerai.com/content/dam/rcq/pan/ix/02/wr/hb/T0/Kj/JT/tX/DQ/H-/VQ/ix02wrhbT0KjJTtXDQH-VQ.png,Japan,PANERAI,サブマーシブル GMT ルナ・ロッサ チタニオ,Available,JPY,9750.455,11637.34,12564.981,1859000.0
￥,Submersible,https://www.panerai.com/jp/ja/collections/watch-collection/submersible/pam01563-submersible-luna-rossa-carbotech.html,PAM01563,2728000,2025,https://www.panerai.com/content/dam/rcq/pan/nL/cF/Gj/Cp/SW/WO/2g/bX/qa/wF/qw/nLcFGjCpSWWO2gbXqawFqw.png,Japan,PANERAI,サブマーシブル ルナ・ロッサ カーボテック™,Out of Stock,JPY,14308.359999999999,17077.28,18438.552,2728000.0
￥,Submersible,https://www.panerai.com/jp/ja/collections/watch-collection/submersible/pam01543-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,PAM01543,2508000,2025,https://www.panerai.com/content/dam/rcq/pan/8W/58/Pm/8p/Sm/Cb/bP/rt/oR/9j/Yg/8W58Pm8pSmCbbPrtoR9jYg.png,Japan,PANERAI,サブマーシブル クアランタクアトロ ルナ・ロッサ Ti-Ceramitech™,Available,JPY,13154.46,15700.08,16951.572,2508000.0
