product_url,reference,price,country,year,brand,image_url,collection,currency,name,availability,currency_code,price_USD,price_GBP,price_JPY,price_EUR
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01570-radiomir-quaranta.html,PAM01570,6000,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/km/si/mL/Jw/F0/i4/ti/6H/nA/8r/_Q/kmsimLJwF0i4ti6HnA8r_Q.png,Radiomir,$,Radiomir Quaranta,Available,USD,6000.0,4764.0,903057.0,5777.4
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01571-radiomir-quaranta.html,PAM01571,6000,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/Ot/NA/-H/39/uE/Kv/rR/oH/H4/S8/hQ/OtNA-H39uEKvrRoHH4S8hQ.png,Radiomir,$,Radiomir Quaranta,Out of Stock,USD,6000.0,4764.0,903057.0,5777.4
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01572-radiomir-quaranta.html,PAM01572,6000,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/lz/DC/dU/3y/d0/iv/7I/zD/o2/1G/Ow/lzDCdU3yd0iv7IzDo21GOw.png,Radiomir,$,Radiomir Quaranta,Available,USD,6000.0,4764.0,903057.0,5777.4
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01573-radiomir-quaranta.html,PAM01573,6000,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/iY/f-/Ui/M1/wU/mo/nm/OC/S1/l_/kA/iYf-UiM1wUmonmOCS1l_kA.png,Radiomir,$,Radiomir Quaranta,Available,USD,6000.0,4764.0,903057.0,5777.4
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01385-radiomir-officine.html,PAM01385,5400,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/bc/NG/dJ/yn/8E/S9/WC/7R/lJ/b5/FA/bcNGdJyn8ES9WC7RlJb5FA.png,Radiomir,$,Radiomir Officine,Out of Stock,USD,5400.0,4287.6,812751.3,5199.66
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01384-radiomir-officine.html,PAM01384,5400,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/jM/Vd/8j/GV/v0/mK/Qt/r0/gL/SM/MA/jMVd8jGVv0mKQtr0gLSMMA.png,Radiomir,$,Radiomir Officine,Available,USD,5400.0,4287.6,812751.3,5199.66
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01383-radiomir-officine.html,PAM01383,4900,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/VZ/vB/8C/mR/E0/-8/ZC/8P/mN/A9/Qg/VZvB8CmRE0-8ZC8PmNA9Qg.png,Radiomir,$,Radiomir Officine,Available,USD,4900.0,3890.6000000000004,737496.55,4718.21
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,PAM01382,4900,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/Ku/v1/KD/o5/Rb/Gp/9m/Wf/ki/Al/cA/Kuv1KDo5RbGp9mWfkiAlcA.png,Radiomir,$,Radiomir Officine,Available,USD,4900.0,3890.6000000000004,737496.55,4718.21
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,PAM01334,7100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/gF/8W/6q/zc/WU/WL/kh/SC/cT/uT/ww/gF8W6qzcWUWLkhSCcTuTww.png,Radiomir,$,Radiomir Tre Giorni,Available,USD,7100.0,5637.400000000001,1068617.45,6836.59
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,PAM01335,7100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/7w/I2/13/Xb/BE/Ga/MS/Z8/Y5/UA/Uw/7wI213XbBEGaMSZ8Y5UAUw.png,Radiomir,$,Radiomir Tre Giorni,Available,USD,7100.0,5637.400000000001,1068617.45,6836.59
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,PAM01350,7100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,Radiomir,$,Radiomir Tre Giorni,Available,USD,7100.0,5637.400000000001,1068617.45,6836.59
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,PAM01347,9700,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,Radiomir,$,Radiomir Otto Giorni,Available,USD,9700.0,7701.8,1459942.1500000001,9340.13
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,PAM01348,9700,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,Radiomir,$,Radiomir Otto Giorni,Out of Stock,USD,9700.0,7701.8,1459942.1500000001,9340.13
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01349-radiomir-california.html,PAM01349,12300,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,Radiomir,$,Radiomir California,Available,USD,12300.0,9766.2,1851266.85,11843.67
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,PAM01643,42500,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,Radiomir,$,Radiomir 8 Giorni Eilean,Out of Stock,USD,42500.0,33745.0,6396653.75,40923.25
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,PAM01284,147300,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,Radiomir,$,Radiomir Tourbillon GMT Bronzo,Out of Stock,USD,147300.0,116956.20000000001,22170049.35,141835.16999999998
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,PAM00760,18600,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,Radiomir,$,Radiomir Bronzo,Out of Stock,USD,18600.0,14768.400000000001,2799476.7,17909.94
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,PAM01026,18200,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,Radiomir,$,Radiomir Quaranta Goldtech™,Available,USD,18200.0,14450.800000000001,2739272.9,17524.78
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,PAM01437,18200,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,Radiomir,$,Radiomir Quaranta Yellow Gold,Available,USD,18200.0,14450.800000000001,2739272.9,17524.78
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,PAM01363,34700,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,Radiomir,$,Radiomir Annual Calendar Goldtech™,Out of Stock,USD,34700.0,27551.800000000003,5222679.65,33412.63
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,PAM01364,51100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,Radiomir,$,Radiomir Annual Calendar Platinumtech™,Out of Stock,USD,51100.0,40573.4,7691035.45,49204.19
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,PAM01453,43300,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,Radiomir,$,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,USD,43300.0,34380.200000000004,6517061.350000001,41693.57
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00600-radiomir-minute-repeater-tourbillon-gmt.html,PAM00600,398400,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/13/14/96/3/1314963.png,Radiomir,$,Radiomir Minute Repeater Tourbillon GMT,Out of Stock,USD,398400.0,316329.60000000003,59962984.800000004,383619.36
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,PAM01623,5600,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,Luminor,$,Luminor Base Logo,Available,USD,5600.0,4446.400000000001,842853.2000000001,5392.24
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,PAM01087,5600,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,Luminor,$,Luminor Base Logo,Available,USD,5600.0,4446.400000000001,842853.2000000001,5392.24
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,PAM01086,5600,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,Luminor,$,Luminor Base Logo,Available,USD,5600.0,4446.400000000001,842853.2000000001,5392.24
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01084-luminor-logo.html,PAM01084,6100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,Luminor,$,Luminor Logo,Available,USD,6100.0,4843.400000000001,918107.9500000001,5873.69
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01085-luminor-logo.html,PAM01085,6100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,Luminor,$,Luminor Logo ,Available,USD,6100.0,4843.400000000001,918107.9500000001,5873.69
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01624-luminor-logo.html,PAM01624,6100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,Luminor,$,Luminor Logo,Available,USD,6100.0,4843.400000000001,918107.9500000001,5873.69
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,PAM01628,10500,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,Luminor,$,Luminor Tre Giorni,Out of Stock,USD,10500.0,8337.0,1580349.75,10110.449999999999
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,PAM00914,7100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,Luminor,$,Luminor 8 Giorni,Available,USD,7100.0,5637.400000000001,1068617.45,6836.59
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,PAM00915,7600,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,Luminor,$,Luminor 8 Giorni,Available,USD,7600.0,6034.400000000001,1143872.2,7318.04
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,PAM01655,8100,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,Luminor,$,Luminor Destro Otto Giorni,Available,USD,8100.0,6431.400000000001,1219126.95,7799.49
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00422-luminor-marina.html,PAM00422,11300,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,Luminor,$,Luminor Marina,Out of Stock,USD,11300.0,8972.2,1700757.35,10880.77
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,PAM01371,7800,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,Luminor,$,Luminor Quaranta,Available,USD,7800.0,6193.200000000001,1173974.1,7510.62
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,PAM01370,7800,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,Luminor,$,Luminor Quaranta,Available,USD,7800.0,6193.200000000001,1173974.1,7510.62
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,PAM01372,7800,USA,2025,PANERAI,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,Luminor,$,Luminor Quaranta,Available,USD,7800.0,6193.200000000001,1173974.1,7510.62
